chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr20	60308474	60308567	+	ENSG00000207802	microRNA 646 [Source:HGNC Symbol;Acc:HGNC:32902]	MIR646	hsa-mir-646
chr20	60478111	60478181	+	ENSG00000266140	microRNA 4533 [Source:HGNC Symbol;Acc:HGNC:41886]	MIR4533	hsa-mir-4533
chr20	60564562	60564625	+	ENSG00000265617	microRNA 548ag-2 [Source:HGNC Symbol;Acc:HGNC:41745]	MIR548AG2	hsa-mir-548ag-2
chr20	61953546	61953662	-	ENSG00000284193	microRNA 1257 [Source:HGNC Symbol;Acc:HGNC:35322]	MIR1257	hsa-mir-1257
chr20	62064802	62064885	+	ENSG00000265306	microRNA 3195 [Source:HGNC Symbol;Acc:HGNC:38250]	MIR3195	hsa-mir-3195
chr20	62332487	62332557	-	ENSG00000284074	microRNA 4758 [Source:HGNC Symbol;Acc:HGNC:41836]	MIR4758	hsa-mir-4758
chr20	62554306	62554376	+	ENSG00000199017	microRNA 1-1 [Source:HGNC Symbol;Acc:HGNC:31499]	MIR1-1	hsa-mir-1-1
chr20	62564912	62565013	+	ENSG00000284508	microRNA 133a-2 [Source:HGNC Symbol;Acc:HGNC:31518]	MIR133A2	hsa-mir-133a-2
chr20	63178500	63178586	+	ENSG00000207598	microRNA 124-3 [Source:HGNC Symbol;Acc:HGNC:31504]	MIR124-3	hsa-mir-124-3
chr20	63238779	63238842	+	ENSG00000266463	microRNA 3196 [Source:HGNC Symbol;Acc:HGNC:38198]	MIR3196	hsa-mir-3196
chr20	63286808	63286866	+	ENSG00000266104	microRNA 4326 [Source:HGNC Symbol;Acc:HGNC:38314]	MIR4326	hsa-mir-4326
chr20	63919449	63919520	+	ENSG00000283206	microRNA 941-1 [Source:HGNC Symbol;Acc:HGNC:33684]	MIR941-1	hsa-mir-941-1
chr20	63941465	63941544	-	ENSG00000284433	microRNA 1914 [Source:HGNC Symbol;Acc:HGNC:35398]	MIR1914	hsa-mir-1914
chr20	63942631	63942726	-	ENSG00000207554	microRNA 647 [Source:HGNC Symbol;Acc:HGNC:32903]	MIR647	hsa-mir-647
chr20	64076955	64077010	-	ENSG00000274034	microRNA 6813 [Source:HGNC Symbol;Acc:HGNC:50017]	MIR6813	hsa-mir-6813
chr21	13406384	13406460	-	ENSG00000266211	microRNA 3156-3 [Source:HGNC Symbol;Acc:HGNC:38229]	MIR3156-3	hsa-mir-3156-3
chr21	13644775	13644850	-	ENSG00000266299	microRNA 3118-1 [Source:HGNC Symbol;Acc:HGNC:38265]	MIR3118-1	hsa-mir-3118-1
chr21	16539089	16539169	+	ENSG00000207638	microRNA 99a [Source:HGNC Symbol;Acc:HGNC:31650]	MIR99A	hsa-mir-99a
chr21	16539828	16539911	+	ENSG00000199030	microRNA let-7c [Source:HGNC Symbol;Acc:HGNC:31480]	MIRLET7C	hsa-let-7c
chr21	16590237	16590325	+	ENSG00000207863	microRNA 125b-2 [Source:HGNC Symbol;Acc:HGNC:31507]	MIR125B2	hsa-mir-125b-2
chr21	18686090	18686164	-	ENSG00000265841	microRNA 548x [Source:HGNC Symbol;Acc:HGNC:38248]	MIR548X	hsa-mir-548x
chr21	23079284	23079392	+	ENSG00000275469	microRNA 6130 [Source:HGNC Symbol;Acc:HGNC:50156]	MIR6130	hsa-mir-6130
chr21	25573980	25574044	+	ENSG00000283904	microRNA 155 [Source:HGNC Symbol;Acc:HGNC:31542]	MIR155	hsa-mir-155
chr21	26953961	26954043	+	ENSG00000266133	microRNA 4759 [Source:HGNC Symbol;Acc:HGNC:41575]	MIR4759	hsa-mir-4759
chr21	30375294	30375378	-	ENSG00000265007	microRNA 4327 [Source:HGNC Symbol;Acc:HGNC:38355]	MIR4327	hsa-mir-4327
chr21	33550662	33550728	+	ENSG00000284448	microRNA 6501 [Source:HGNC Symbol;Acc:HGNC:50033]	MIR6501	hsa-mir-6501
chr21	35720715	35720808	+	ENSG00000211590	microRNA 802 [Source:HGNC Symbol;Acc:HGNC:33140]	MIR802	hsa-mir-802
chr21	39447010	39447069	+	ENSG00000275523	microRNA 6508 [Source:HGNC Symbol;Acc:HGNC:50217]	MIR6508	hsa-mir-6508
chr21	40212352	40212431	-	ENSG00000263973	microRNA 4760 [Source:HGNC Symbol;Acc:HGNC:41698]	MIR4760	hsa-mir-4760
chr21	41167557	41167629	+	ENSG00000263681	microRNA 3197 [Source:HGNC Symbol;Acc:HGNC:38366]	MIR3197	hsa-mir-3197
chr21	41746772	41746841	-	ENSG00000275166	microRNA 6814 [Source:HGNC Symbol;Acc:HGNC:50145]	MIR6814	hsa-mir-6814
chr21	42950928	42951014	-	ENSG00000264580	microRNA 5692b [Source:HGNC Symbol;Acc:HGNC:43535]	MIR5692B	hsa-mir-5692b
chr21	43609887	43609989	-	ENSG00000278433	microRNA 6070 [Source:HGNC Symbol;Acc:HGNC:49950]	MIR6070	hsa-mir-6070
chr21	45478266	45478326	+	ENSG00000275167	microRNA 6815 [Source:HGNC Symbol;Acc:HGNC:50225]	MIR6815	hsa-mir-6815
chr22	17764180	17764259	-	ENSG00000264757	microRNA 3198-1 [Source:HGNC Symbol;Acc:HGNC:38236]	MIR3198-1	hsa-mir-3198-1
chr22	17980868	17980961	-	ENSG00000207780	microRNA 648 [Source:HGNC Symbol;Acc:HGNC:32904]	MIR648	hsa-mir-648
chr22	19963753	19963834	+	ENSG00000284031	microRNA 4761 [Source:HGNC Symbol;Acc:HGNC:41591]	MIR4761	hsa-mir-4761
chr22	20033139	20033220	+	ENSG00000208023	microRNA 185 [Source:HGNC Symbol;Acc:HGNC:31556]	MIR185	hsa-mir-185
chr22	20085746	20085833	+	ENSG00000284140	microRNA 3618 [Source:HGNC Symbol;Acc:HGNC:38937]	MIR3618	hsa-mir-3618
chr22	20086058	20086142	+	ENSG00000284464	microRNA 1306 [Source:HGNC Symbol;Acc:HGNC:35371]	MIR1306	hsa-mir-1306
chr22	20114686	20114751	-	ENSG00000278278	microRNA 6816 [Source:HGNC Symbol;Acc:HGNC:50256]	MIR6816	hsa-mir-6816
chr22	20249134	20249211	-	ENSG00000221039	microRNA 1286 [Source:HGNC Symbol;Acc:HGNC:35279]	MIR1286	hsa-mir-1286
chr22	21034176	21034272	-	ENSG00000207575	microRNA 649 [Source:HGNC Symbol;Acc:HGNC:32905]	MIR649	hsa-mir-649
chr22	21652981	21653058	+	ENSG00000212102	microRNA 301b [Source:HGNC Symbol;Acc:HGNC:33667]	MIR301B	hsa-mir-301b
chr22	21653304	21653385	+	ENSG00000283871	microRNA 130b [Source:HGNC Symbol;Acc:HGNC:31515]	MIR130B	hsa-mir-130b
chr22	22822776	22822871	+	ENSG00000284049	microRNA 650 [Source:HGNC Symbol;Acc:HGNC:32906]	MIR650	hsa-mir-650
chr22	22886267	22886379	+	ENSG00000264824	microRNA 5571 [Source:HGNC Symbol;Acc:HGNC:43513]	MIR5571	hsa-mir-5571
chr22	25455646	25455711	+	ENSG00000277872	microRNA 6817 [Source:HGNC Symbol;Acc:HGNC:50112]	MIR6817	hsa-mir-6817
chr22	26555212	26555323	-	ENSG00000221760	microRNA 548j [Source:HGNC Symbol;Acc:HGNC:35276]	MIR548J	hsa-mir-548j
chr22	27920526	27920611	+	ENSG00000283225	microRNA 3199-2 [Source:HGNC Symbol;Acc:HGNC:38205]	MIR3199-2	hsa-mir-3199-2
chr22	28459869	28459948	+	ENSG00000276162	microRNA 5739 [Source:HGNC Symbol;Acc:HGNC:49977]	MIR5739	hsa-mir-5739
chr22	29333158	29333267	-	ENSG00000280968	microRNA 3653 [Source:HGNC Symbol;Acc:HGNC:38971]	MIR3653	hsa-mir-3653
chr22	30007049	30007113	+	ENSG00000275818	microRNA 6818 [Source:HGNC Symbol;Acc:HGNC:49940]	MIR6818	hsa-mir-6818
chr22	30731557	30731641	+	ENSG00000264661	microRNA 3200 [Source:HGNC Symbol;Acc:HGNC:38227]	MIR3200	hsa-mir-3200
chr22	31160062	31160119	-	ENSG00000264141	microRNA 3928 [Source:HGNC Symbol;Acc:HGNC:38933]	MIR3928	hsa-mir-3928
chr22	31621467	31621531	-	ENSG00000284082	microRNA 7109 [Source:HGNC Symbol;Acc:HGNC:50122]	MIR7109	hsa-mir-7109
chr22	33436582	33436669	-	ENSG00000266012	microRNA 4764 [Source:HGNC Symbol;Acc:HGNC:41714]	MIR4764	hsa-mir-4764
chr22	35335640	35335758	+	ENSG00000266320	microRNA 3909 [Source:HGNC Symbol;Acc:HGNC:38987]	MIR3909	hsa-mir-3909
chr22	35336721	35336799	-	ENSG00000274280	microRNA 6069 [Source:HGNC Symbol;Acc:HGNC:50124]	MIR6069	hsa-mir-6069
chr22	36286847	36286907	-	ENSG00000278420	microRNA 6819 [Source:HGNC Symbol;Acc:HGNC:50155]	MIR6819	hsa-mir-6819
chr22	37844272	37844371	-	ENSG00000284197	microRNA 658 [Source:HGNC Symbol;Acc:HGNC:32914]	MIR658	hsa-mir-658
chr22	37847678	37847774	-	ENSG00000207696	microRNA 659 [Source:HGNC Symbol;Acc:HGNC:32915]	MIR659	hsa-mir-659
chr22	37967563	37967624	+	ENSG00000284289	microRNA 6820 [Source:HGNC Symbol;Acc:HGNC:50095]	MIR6820	hsa-mir-6820
chr22	37988794	37988853	+	ENSG00000284266	microRNA 4534 [Source:HGNC Symbol;Acc:HGNC:41692]	MIR4534	hsa-mir-4534
chr22	40813883	40813958	-	ENSG00000266594	microRNA 4766 [Source:HGNC Symbol;Acc:HGNC:41680]	MIR4766	hsa-mir-4766
chr22	41092513	41092566	+	ENSG00000284015	microRNA 1281 [Source:HGNC Symbol;Acc:HGNC:35359]	MIR1281	hsa-mir-1281
chr22	41252992	41253050	-	ENSG00000274552	microRNA 6889 [Source:HGNC Symbol;Acc:HGNC:50014]	MIR6889	hsa-mir-6889
chr22	41900944	41901012	+	ENSG00000207932	microRNA 33a [Source:HGNC Symbol;Acc:HGNC:31634]	MIR33A	hsa-mir-33a
chr22	41923222	41923297	-	ENSG00000283829	microRNA 378i [Source:HGNC Symbol;Acc:HGNC:41620]	MIR378I	hsa-mir-378i
chr22	45200954	45201019	-	ENSG00000221598	microRNA 1249 [Source:HGNC Symbol;Acc:HGNC:35315]	MIR1249	hsa-mir-1249
chr22	45760524	45760598	+	ENSG00000264160	microRNA 4762 [Source:HGNC Symbol;Acc:HGNC:41603]	MIR4762	hsa-mir-4762
chr22	46091044	46091126	+	ENSG00000266533	microRNA 3619 [Source:HGNC Symbol;Acc:HGNC:38998]	MIR3619	hsa-mir-3619
chr22	46112749	46112822	+	ENSG00000283990	microRNA let-7a-3 [Source:HGNC Symbol;Acc:HGNC:31478]	MIRLET7A3	hsa-let-7a-3
chr22	46113566	46113657	+	ENSG00000284175	microRNA 4763 [Source:HGNC Symbol;Acc:HGNC:41677]	MIR4763	hsa-mir-4763
chr22	46113686	46113768	+	ENSG00000284520	microRNA let-7b [Source:HGNC Symbol;Acc:HGNC:31479]	MIRLET7B	hsa-let-7b
chr22	48274364	48274415	+	ENSG00000266508	microRNA 3201 [Source:HGNC Symbol;Acc:HGNC:38235]	MIR3201	hsa-mir-3201
chr22	48780295	48780353	+	ENSG00000266887	microRNA 4535 [Source:HGNC Symbol;Acc:HGNC:41629]	MIR4535	hsa-mir-4535
chr22	49543393	49543466	-	ENSG00000264139	microRNA 3667 [Source:HGNC Symbol;Acc:HGNC:38990]	MIR3667	hsa-mir-3667
chr22	49962866	49962939	+	ENSG00000276753	microRNA 6821 [Source:HGNC Symbol;Acc:HGNC:49980]	MIR6821	hsa-mir-6821
chr3	5250177	5250255	-	ENSG00000265180	microRNA 4790 [Source:HGNC Symbol;Acc:HGNC:41820]	MIR4790	hsa-mir-4790
chr3	10330229	10330285	+	ENSG00000264534	microRNA 378b [Source:HGNC Symbol;Acc:HGNC:38283]	MIR378B	hsa-mir-378b
chr3	10394489	10394562	-	ENSG00000216135	microRNA 885 [Source:HGNC Symbol;Acc:HGNC:33659]	MIR885	hsa-mir-885
chr3	15496239	15496308	-	ENSG00000263573	microRNA 4270 [Source:HGNC Symbol;Acc:HGNC:38377]	MIR4270	hsa-mir-4270
chr3	15697298	15697371	-	ENSG00000264354	microRNA 3134 [Source:HGNC Symbol;Acc:HGNC:38254]	MIR3134	hsa-mir-3134
chr3	15873771	15873849	+	ENSG00000207815	microRNA 563 [Source:HGNC Symbol;Acc:HGNC:32819]	MIR563	hsa-mir-563
chr3	16933196	16933260	+	ENSG00000283885	microRNA 3714 [Source:HGNC Symbol;Acc:HGNC:38928]	MIR3714	hsa-mir-3714
chr3	19314848	19314931	-	ENSG00000271898	microRNA 4791 [Source:HGNC Symbol;Acc:HGNC:41704]	MIR4791	hsa-mir-4791
chr3	20137565	20137641	+	ENSG00000266745	microRNA 3135a [Source:HGNC Symbol;Acc:HGNC:38199]	MIR3135A	hsa-mir-3135a
chr3	24521362	24521435	-	ENSG00000265028	microRNA 4792 [Source:HGNC Symbol;Acc:HGNC:41577]	MIR4792	hsa-mir-4792
chr3	25664873	25664939	-	ENSG00000283971	microRNA 4442 [Source:HGNC Symbol;Acc:HGNC:41718]	MIR4442	hsa-mir-4442
chr3	31161704	31161787	-	ENSG00000265376	microRNA 466 [Source:HGNC Symbol;Acc:HGNC:38359]	MIR466	hsa-mir-466
chr3	32506283	32506389	-	ENSG00000276147	microRNA 548ay [Source:HGNC Symbol;Acc:HGNC:49943]	MIR548AY	hsa-mir-548ay
chr3	35744476	35744559	+	ENSG00000207625	microRNA 128-2 [Source:HGNC Symbol;Acc:HGNC:31511]	MIR128-2	hsa-mir-128-2
chr3	37969404	37969480	+	ENSG00000199075	microRNA 26a-1 [Source:HGNC Symbol;Acc:HGNC:31610]	MIR26A1	hsa-mir-26a-1
chr3	39138206	39138266	+	ENSG00000284158	microRNA 6822 [Source:HGNC Symbol;Acc:HGNC:49999]	MIR6822	hsa-mir-6822
chr3	44114212	44114310	+	ENSG00000207954	microRNA 138-1 [Source:HGNC Symbol;Acc:HGNC:31524]	MIR138-1	hsa-mir-138-1
chr3	44861888	44861981	+	ENSG00000284498	microRNA 564 [Source:HGNC Symbol;Acc:HGNC:32820]	MIR564	hsa-mir-564
chr3	47849555	47849629	+	ENSG00000221585	microRNA 1226 [Source:HGNC Symbol;Acc:HGNC:33922]	MIR1226	hsa-mir-1226
chr3	48196564	48196616	+	ENSG00000265483	microRNA 4443 [Source:HGNC Symbol;Acc:HGNC:41830]	MIR4443	hsa-mir-4443
chr3	48316360	48316459	-	ENSG00000252466	microRNA 2115 [Source:HGNC Symbol;Acc:HGNC:37309]	MIR2115	hsa-mir-2115
chr3	48549961	48550021	-	ENSG00000278799	microRNA 6823 [Source:HGNC Symbol;Acc:HGNC:49952]	MIR6823	hsa-mir-6823
chr3	48578902	48578977	-	ENSG00000284251	microRNA 711 [Source:HGNC Symbol;Acc:HGNC:37316]	MIR711	hsa-mir-711
chr3	48633636	48633698	-	ENSG00000284364	microRNA 6824 [Source:HGNC Symbol;Acc:HGNC:49946]	MIR6824	hsa-mir-6824
chr3	48644194	48644280	-	ENSG00000284575	microRNA 4793 [Source:HGNC Symbol;Acc:HGNC:41538]	MIR4793	hsa-mir-4793
chr3	49020148	49020234	-	ENSG00000199032	microRNA 425 [Source:HGNC Symbol;Acc:HGNC:31882]	MIR425	hsa-mir-425
chr3	49020618	49020709	-	ENSG00000207605	microRNA 191 [Source:HGNC Symbol;Acc:HGNC:31561]	MIR191	hsa-mir-191
chr3	49099854	49099914	-	ENSG00000284488	microRNA 6890 [Source:HGNC Symbol;Acc:HGNC:49990]	MIR6890	hsa-mir-6890
chr3	49274120	49274186	+	ENSG00000264633	microRNA 4271 [Source:HGNC Symbol;Acc:HGNC:38332]	MIR4271	hsa-mir-4271
chr3	49806137	49806245	-	ENSG00000283726	microRNA 5193 [Source:HGNC Symbol;Acc:HGNC:43534]	MIR5193	hsa-mir-5193
chr3	50173326	50173419	+	ENSG00000207922	microRNA 566 [Source:HGNC Symbol;Acc:HGNC:32822]	MIR566	hsa-mir-566
chr3	50227436	50227490	+	ENSG00000275334	microRNA 5787 [Source:HGNC Symbol;Acc:HGNC:49930]	MIR5787	hsa-mir-5787
chr3	50273236	50273297	+	ENSG00000283848	microRNA 6872 [Source:HGNC Symbol;Acc:HGNC:50037]	MIR6872	hsa-mir-6872
chr3	50675080	50675163	+	ENSG00000272543	microRNA 4787 [Source:HGNC Symbol;Acc:HGNC:41653]	MIR4787	hsa-mir-4787
chr3	52268278	52268361	-	ENSG00000199150	microRNA let-7g [Source:HGNC Symbol;Acc:HGNC:31485]	MIRLET7G	hsa-let-7g
chr3	52294219	52294308	-	ENSG00000207926	microRNA 135a-1 [Source:HGNC Symbol;Acc:HGNC:31520]	MIR135A1	hsa-mir-135a-1
chr3	52846463	52846552	-	ENSG00000275789	microRNA 8064 [Source:HGNC Symbol;Acc:HGNC:50236]	MIR8064	hsa-mir-8064
chr3	55852492	55852594	-	ENSG00000264013	microRNA 3938 [Source:HGNC Symbol;Acc:HGNC:38972]	MIR3938	hsa-mir-3938
chr3	60617805	60617870	-	ENSG00000281426	microRNA 548bb [Source:HGNC Symbol;Acc:HGNC:50834]	MIR548BB	hsa-mir-548bb
chr3	67225464	67225527	+	ENSG00000283298	microRNA 4272 [Source:HGNC Symbol;Acc:HGNC:38303]	MIR4272	hsa-mir-4272
chr3	69048958	69049035	-	ENSG00000265355	microRNA 3136 [Source:HGNC Symbol;Acc:HGNC:38340]	MIR3136	hsa-mir-3136
chr3	71541970	71542089	-	ENSG00000221264	microRNA 1284 [Source:HGNC Symbol;Acc:HGNC:35362]	MIR1284	hsa-mir-1284
chr3	75630763	75630858	+	ENSG00000283894	microRNA 1324 [Source:HGNC Symbol;Acc:HGNC:35377]	MIR1324	hsa-mir-1324
chr3	75738280	75738363	+	ENSG00000266396	microRNA 4273 [Source:HGNC Symbol;Acc:HGNC:38339]	MIR4273	hsa-mir-4273
chr3	79507887	79507969	+	ENSG00000265193	microRNA 3923 [Source:HGNC Symbol;Acc:HGNC:38978]	MIR3923	hsa-mir-3923
chr3	85385710	85385792	+	ENSG00000264084	microRNA 5688 [Source:HGNC Symbol;Acc:HGNC:43463]	MIR5688	hsa-mir-5688
chr3	87226189	87226277	-	ENSG00000264119	microRNA 4795 [Source:HGNC Symbol;Acc:HGNC:41757]	MIR4795	hsa-mir-4795
chr3	96359964	96360039	+	ENSG00000278103	microRNA 8060 [Source:HGNC Symbol;Acc:HGNC:50180]	MIR8060	hsa-mir-8060
chr3	99964314	99964398	-	ENSG00000264897	microRNA 3921 [Source:HGNC Symbol;Acc:HGNC:38936]	MIR3921	hsa-mir-3921
chr3	103524033	103524116	-	ENSG00000265328	microRNA 548ab [Source:HGNC Symbol;Acc:HGNC:41825]	MIR548AB	hsa-mir-548ab
chr3	109602828	109602897	+	ENSG00000265956	microRNA 4445 [Source:HGNC Symbol;Acc:HGNC:41614]	MIR4445	hsa-mir-4445
chr3	112112801	112112898	+	ENSG00000207940	microRNA 567 [Source:HGNC Symbol;Acc:HGNC:32823]	MIR567	hsa-mir-567
chr3	113432118	113432200	-	ENSG00000275670	microRNA 8076 [Source:HGNC Symbol;Acc:HGNC:49997]	MIR8076	hsa-mir-8076
chr3	113594876	113594942	+	ENSG00000265253	microRNA 4446 [Source:HGNC Symbol;Acc:HGNC:41700]	MIR4446	hsa-mir-4446
chr3	114316475	114316569	-	ENSG00000284134	microRNA 568 [Source:HGNC Symbol;Acc:HGNC:32824]	MIR568	hsa-mir-568
chr3	114743445	114743525	-	ENSG00000264623	microRNA 4796 [Source:HGNC Symbol;Acc:HGNC:41779]	MIR4796	hsa-mir-4796
chr3	116850277	116850367	-	ENSG00000265433	microRNA 4447 [Source:HGNC Symbol;Acc:HGNC:41850]	MIR4447	hsa-mir-4447
chr3	120395668	120395729	-	ENSG00000284121	microRNA 198 [Source:HGNC Symbol;Acc:HGNC:31570]	MIR198	hsa-mir-198
chr3	121049640	121049715	+	ENSG00000264477	microRNA 5682 [Source:HGNC Symbol;Acc:HGNC:43477]	MIR5682	hsa-mir-5682
chr3	123161794	123161879	+	ENSG00000284421	microRNA 7110 [Source:HGNC Symbol;Acc:HGNC:50024]	MIR7110	hsa-mir-7110
chr3	124132929	124133025	+	ENSG00000266383	microRNA 5002 [Source:HGNC Symbol;Acc:HGNC:43470]	MIR5002	hsa-mir-5002
chr3	124374332	124374437	+	ENSG00000276656	microRNA 6083 [Source:HGNC Symbol;Acc:HGNC:50076]	MIR6083	hsa-mir-6083
chr3	124732439	124732516	+	ENSG00000265981	microRNA 544b [Source:HGNC Symbol;Acc:HGNC:38361]	MIR544B	hsa-mir-544b
chr3	125151465	125151552	-	ENSG00000264986	microRNA 5092 [Source:HGNC Symbol;Acc:HGNC:43467]	MIR5092	hsa-mir-5092
chr3	125790404	125790552	-	ENSG00000221737	microRNA 548i-1 [Source:HGNC Symbol;Acc:HGNC:35352]	MIR548I1	hsa-mir-548i-1
chr3	127575266	127575331	-	ENSG00000275067	microRNA 6825 [Source:HGNC Symbol;Acc:HGNC:50208]	MIR6825	hsa-mir-6825
chr3	127587111	127587176	-	ENSG00000276083	microRNA 7976 [Source:HGNC Symbol;Acc:HGNC:50092]	MIR7976	hsa-mir-7976
chr3	129272146	129272243	+	ENSG00000278658	microRNA 6826 [Source:HGNC Symbol;Acc:HGNC:50001]	MIR6826	hsa-mir-6826
chr3	131985855	131985931	-	ENSG00000265859	microRNA 5704 [Source:HGNC Symbol;Acc:HGNC:43469]	MIR5704	hsa-mir-5704
chr3	134367804	134367862	-	ENSG00000277723	microRNA 6827 [Source:HGNC Symbol;Acc:HGNC:50234]	MIR6827	hsa-mir-6827
chr3	134437827	134437906	+	ENSG00000284561	microRNA 4788 [Source:HGNC Symbol;Acc:HGNC:41676]	MIR4788	hsa-mir-4788
chr3	151565876	151565995	-	ENSG00000264330	microRNA 5186 [Source:HGNC Symbol;Acc:HGNC:43459]	MIR5186	hsa-mir-5186
chr3	159282646	159282734	+	ENSG00000263634	microRNA 3919 [Source:HGNC Symbol;Acc:HGNC:38890]	MIR3919	hsa-mir-3919
chr3	160404588	160404685	+	ENSG00000207779	microRNA 15b [Source:HGNC Symbol;Acc:HGNC:31544]	MIR15B	hsa-mir-15b
chr3	160404745	160404825	+	ENSG00000198987	microRNA 16-2 [Source:HGNC Symbol;Acc:HGNC:31546]	MIR16-2	hsa-mir-16-2
chr3	164171471	164171556	-	ENSG00000221251	microRNA 1263 [Source:HGNC Symbol;Acc:HGNC:35329]	MIR1263	hsa-mir-1263
chr3	168551854	168551949	+	ENSG00000207717	microRNA 551b [Source:HGNC Symbol;Acc:HGNC:32807]	MIR551B	hsa-mir-551b
chr3	170423103	170423162	+	ENSG00000283474	microRNA 6828 [Source:HGNC Symbol;Acc:HGNC:50057]	MIR6828	hsa-mir-6828
chr3	171106664	171106759	-	ENSG00000207963	microRNA 569 [Source:HGNC Symbol;Acc:HGNC:32825]	MIR569	hsa-mir-569
chr3	175369540	175369621	+	ENSG00000264974	microRNA 4789 [Source:HGNC Symbol;Acc:HGNC:41719]	MIR4789	hsa-mir-4789
chr3	176515103	176515151	+	ENSG00000283333	microRNA 7977 [Source:HGNC Symbol;Acc:HGNC:49969]	MIR7977	hsa-mir-7977
chr3	183886800	183886885	+	ENSG00000263932	microRNA 4448 [Source:HGNC Symbol;Acc:HGNC:41604]	MIR4448	hsa-mir-4448
chr3	184241405	184241489	+	ENSG00000221120	microRNA 1224 [Source:HGNC Symbol;Acc:HGNC:33923]	MIR1224	hsa-mir-1224
chr3	185253210	185253272	-	ENSG00000264614	microRNA 5588 [Source:HGNC Symbol;Acc:HGNC:43505]	MIR5588	hsa-mir-5588
chr3	185767847	185767904	-	ENSG00000265470	microRNA 548aq [Source:HGNC Symbol;Acc:HGNC:43488]	MIR548AQ	hsa-mir-548aq
chr3	186786672	186786777	+	ENSG00000283958	microRNA 1248 [Source:HGNC Symbol;Acc:HGNC:35314]	MIR1248	hsa-mir-1248
chr3	188688781	188688866	+	ENSG00000207651	microRNA 28 [Source:HGNC Symbol;Acc:HGNC:31615]	MIR28	hsa-mir-28
chr3	189829922	189830009	+	ENSG00000216058	microRNA 944 [Source:HGNC Symbol;Acc:HGNC:33690]	MIR944	hsa-mir-944
chr3	195134506	195134580	-	ENSG00000265333	microRNA 3137 [Source:HGNC Symbol;Acc:HGNC:38263]	MIR3137	hsa-mir-3137
chr3	195699401	195699497	+	ENSG00000207650	microRNA 570 [Source:HGNC Symbol;Acc:HGNC:32826]	MIR570	hsa-mir-570
chr3	195882329	195882395	-	ENSG00000276489	microRNA 6829 [Source:HGNC Symbol;Acc:HGNC:50055]	MIR6829	hsa-mir-6829
chr3	197293878	197293948	-	ENSG00000265850	microRNA 4797 [Source:HGNC Symbol;Acc:HGNC:41758]	MIR4797	hsa-mir-4797
chr3	197674496	197674576	-	ENSG00000284146	microRNA 922 [Source:HGNC Symbol;Acc:HGNC:33672]	MIR922	hsa-mir-922
chr4	350157	350252	+	ENSG00000207642	microRNA 571 [Source:HGNC Symbol;Acc:HGNC:32827]	MIR571	hsa-mir-571
chr4	1986384	1986477	-	ENSG00000284587	microRNA 943 [Source:HGNC Symbol;Acc:HGNC:33689]	MIR943	hsa-mir-943
chr4	2250077	2250156	-	ENSG00000284276	microRNA 4800 [Source:HGNC Symbol;Acc:HGNC:41877]	MIR4800	hsa-mir-4800
chr4	5923275	5923328	-	ENSG00000263631	microRNA 378d-1 [Source:HGNC Symbol;Acc:HGNC:41550]	MIR378D1	hsa-mir-378d-1
chr4	7310450	7310524	+	ENSG00000264658	microRNA 4798 [Source:HGNC Symbol;Acc:HGNC:41616]	MIR4798	hsa-mir-4798
chr4	7460028	7460118	+	ENSG00000266690	microRNA 4274 [Source:HGNC Symbol;Acc:HGNC:38194]	MIR4274	hsa-mir-4274
chr4	8005301	8005381	-	ENSG00000207807	microRNA 95 [Source:HGNC Symbol;Acc:HGNC:31647]	MIR95	hsa-mir-95
chr4	9556168	9556316	-	ENSG00000221275	microRNA 548i-2 [Source:HGNC Symbol;Acc:HGNC:35353]	MIR548I2	hsa-mir-548i-2
chr4	10078611	10078692	-	ENSG00000264931	microRNA 3138 [Source:HGNC Symbol;Acc:HGNC:38341]	MIR3138	hsa-mir-3138
chr4	11368827	11368921	+	ENSG00000207716	microRNA 572 [Source:HGNC Symbol;Acc:HGNC:32828]	MIR572	hsa-mir-572
chr4	13627865	13627957	+	ENSG00000266240	microRNA 5091 [Source:HGNC Symbol;Acc:HGNC:43478]	MIR5091	hsa-mir-5091
chr4	20528275	20528384	+	ENSG00000207732	microRNA 218-1 [Source:HGNC Symbol;Acc:HGNC:31595]	MIR218-1	hsa-mir-218-1
chr4	21464700	21464758	-	ENSG00000283281	microRNA 7978 [Source:HGNC Symbol;Acc:HGNC:50113]	MIR7978	hsa-mir-7978
chr4	24520192	24520290	-	ENSG00000207697	microRNA 573 [Source:HGNC Symbol;Acc:HGNC:32829]	MIR573	hsa-mir-573
chr4	28819582	28819668	+	ENSG00000283275	microRNA 4275 [Source:HGNC Symbol;Acc:HGNC:38293]	MIR4275	hsa-mir-4275
chr4	36426366	36426428	-	ENSG00000283207	microRNA 1255b-1 [Source:HGNC Symbol;Acc:HGNC:35366]	MIR1255B1	hsa-mir-1255b-1
chr4	37241910	37241991	-	ENSG00000264319	microRNA 4801 [Source:HGNC Symbol;Acc:HGNC:41840]	MIR4801	hsa-mir-4801
chr4	38868032	38868127	+	ENSG00000207944	microRNA 574 [Source:HGNC Symbol;Acc:HGNC:32830]	MIR574	hsa-mir-574
chr4	39411910	39411974	+	ENSG00000264621	microRNA 5591 [Source:HGNC Symbol;Acc:HGNC:43531]	MIR5591	hsa-mir-5591
